Time_in_sec,gx,gy,gz
1322932456.77358913,-0.07111558,0.04066731,-0.99663872
1322932456.82057405,-0.07107357,0.04085408,-0.99663408
1322932456.87256145,-0.07092887,0.04065169,-0.99665267
1322932456.91257548,-0.07088511,0.04073372,-0.99665243
1322932456.97353077,-0.07069263,0.04088011,-0.99666011
1322932457.02165174,-0.07062186,0.04092607,-0.99666324
1322932457.07356524,-0.07052228,0.04093696,-0.99666984
1322932457.12158966,-0.07047656,0.04089717,-0.99667471
1322932457.16255283,-0.07081993,0.04103105,-0.99664487
1322932457.22052550,-0.07085151,0.04087634,-0.99664898
1322932457.27254820,-0.07084028,0.04099784,-0.99664479
1322932457.32055616,-0.07085211,0.04105684,-0.99664152
1322932457.37255239,-0.07083321,0.04079494,-0.99665362
1322932457.41261339,-0.07066078,0.04079405,-0.99666589
1322932457.47361803,-0.07058082,0.04084788,-0.99666935
1322932457.52065802,-0.07093473,0.04069223,-0.99665059
1322932457.57273746,-0.07073215,0.04060784,-0.99666843
1322932457.61358833,-0.07078135,0.04014441,-0.99668371
1322932457.66158390,-0.07054071,0.04006079,-0.99670414
1322932457.72154427,-0.07043452,0.04002721,-0.99671300
1322932457.77252960,-0.07027250,0.04010994,-0.99672111
1322932457.82057738,-0.07020277,0.03995141,-0.99673239
1322932457.87341189,-0.07008823,0.04013222,-0.99673319
1322932457.91357541,-0.07005717,0.04006338,-0.99673814
1322932457.97356796,-0.07006071,0.03983418,-0.99674708
1322932458.02057099,-0.06991940,0.03994134,-0.99675271
1322932458.07357240,-0.06998989,0.04006242,-0.99674290
1322932458.12065387,-0.06978286,0.03985369,-0.99676579
1322932458.16060281,-0.06966510,0.03982759,-0.99677507
1322932458.22057152,-0.06950927,0.03984788,-0.99678514
1322932458.27389145,-0.06943203,0.03979544,-0.99679261
1322932458.32057023,-0.06945801,0.03948306,-0.99680323
1322932458.37257648,-0.06944344,0.03937732,-0.99680842
1322932458.41256380,-0.06969632,0.03935497,-0.99679166
1322932458.47256541,-0.06965704,0.03943638,-0.99679119
1322932458.52056861,-0.06989376,0.03943114,-0.99677482
1322932458.57256317,-0.06987770,0.03925537,-0.99678289
1322932458.62056804,-0.07002421,0.03921262,-0.99677429
1322932458.66061592,-0.07024295,0.03912436,-0.99676236
1322932458.72057891,-0.07031246,0.03897969,-0.99676313
1322932458.77251077,-0.07026396,0.03896415,-0.99676716
1322932458.82055306,-0.07024409,0.03862415,-0.99678179
1322932458.87354612,-0.07031568,0.03875597,-0.99677163
1322932458.91356850,-0.07039518,0.03863891,-0.99677056
1322932458.97363591,-0.07027548,0.03867226,-0.99677772
1322932459.02061391,-0.07009617,0.03873275,-0.99678799
1322932459.07370853,-0.07029838,0.03863425,-0.99677757
1322932459.12054420,-0.07029700,0.03835601,-0.99678842
1322932459.16056681,-0.07012184,0.03837869,-0.99679988
1322932459.22052264,-0.07012624,0.03859395,-0.99679126
1322932459.27256322,-0.07007737,0.03877590,-0.99678764
1322932459.32053471,-0.07018586,0.03854251,-0.99678905
1322932459.37256575,-0.07044792,0.03873869,-0.99676296
1322932459.41358900,-0.07048175,0.03853441,-0.99676849
1322932459.47365117,-0.07060800,0.03866658,-0.99675444
1322932459.52128386,-0.07082679,0.03841552,-0.99674862
1322932459.57357001,-0.07068463,0.03827337,-0.99676418
1322932459.62057853,-0.07093309,0.03828050,-0.99674626
1322932459.66056728,-0.07098125,0.03812757,-0.99674869
1322932459.72067213,-0.07099908,0.03802308,-0.99675141
1322932459.77259493,-0.07102210,0.03792449,-0.99675353
1322932459.82163763,-0.07092220,0.03824529,-0.99674838
1322932459.87262607,-0.07065792,0.03830426,-0.99676489
1322932459.91370535,-0.07041939,0.03813051,-0.99678843
1322932459.97369409,-0.07025786,0.03828836,-0.99679378
1322932460.02171254,-0.07018708,0.03815628,-0.99680383
1322932460.07252693,-0.07028167,0.03831009,-0.99679126
1322932460.12166262,-0.07028617,0.03837111,-0.99678860
1322932460.16167879,-0.07027739,0.03837651,-0.99678901
1322932460.22053957,-0.07029382,0.03832676,-0.99678977
1322932460.27257562,-0.07029614,0.03810198,-0.99679822
1322932460.32052922,-0.07012262,0.03821458,-0.99680613
1322932460.37256622,-0.07004694,0.03853876,-0.99679897
1322932460.41367412,-0.07000624,0.03846781,-0.99680457
1322932460.47264957,-0.06988302,0.03843050,-0.99681466
1322932460.52057385,-0.06980853,0.03827912,-0.99682570
1322932460.57365990,-0.06984551,0.03834462,-0.99682059
1322932460.62166905,-0.06985220,0.03823848,-0.99682420
1322932460.66168809,-0.06993601,0.03816223,-0.99682125
1322932460.71284556,-0.07002970,0.03800548,-0.99682066
1322932460.77257442,-0.07025763,0.03806973,-0.99680217
1322932460.82143331,-0.07038588,0.03797286,-0.99679681
1322932460.87256455,-0.07031588,0.03792278,-0.99680366
1322932460.91389942,-0.07058623,0.03791573,-0.99678482
1322932460.97365618,-0.07052219,0.03776789,-0.99679497
1322932461.02166462,-0.07043538,0.03780048,-0.99679987
1322932461.07256484,-0.07043079,0.03774572,-0.99680227
1322932461.12057400,-0.07020849,0.03772628,-0.99681869
1322932461.16062093,-0.06997028,0.03768944,-0.99683683
1322932461.22055173,-0.06995280,0.03754677,-0.99684344
1322932461.27256656,-0.06982721,0.03755353,-0.99685199
1322932461.32055855,-0.06982370,0.03783988,-0.99684141
1322932461.37264323,-0.06978074,0.03794106,-0.99684057
1322932461.41366601,-0.06961494,0.03789668,-0.99685385
1322932461.47366405,-0.06946661,0.03807553,-0.99685738
1322932461.52083063,-0.06940536,0.03810227,-0.99686063
1322932461.57256651,-0.06948208,0.03827751,-0.99684857
1322932461.62106299,-0.06928109,0.03808537,-0.99686992
1322932461.66057754,-0.06938681,0.03818848,-0.99685862
1322932461.72065163,-0.06934738,0.03816191,-0.99686238
1322932461.77365088,-0.06956689,0.03805709,-0.99685110
1322932461.82064939,-0.06974622,0.03802593,-0.99683975
1322932461.87365103,-0.06974843,0.03813215,-0.99683554
1322932461.91367173,-0.06968573,0.03804913,-0.99684310
1322932461.97367573,-0.06958022,0.03796721,-0.99685359
1322932462.02054691,-0.06975602,0.03797958,-0.99684083
1322932462.07364917,-0.06993697,0.03784024,-0.99683345
1322932462.12165833,-0.06988709,0.03789809,-0.99683476
1322932462.16058588,-0.07007915,0.03780220,-0.99682491
1322932462.22064805,-0.07015953,0.03769296,-0.99682340
1322932462.27265024,-0.07022538,0.03753840,-0.99682459
1322932462.32065439,-0.07010178,0.03732804,-0.99684119
1322932462.37364411,-0.07017456,0.03723400,-0.99683959
1322932462.41264009,-0.07017411,0.03737275,-0.99683443
1322932462.47265029,-0.06994650,0.03732255,-0.99685230
1322932462.52129698,-0.06965201,0.03746811,-0.99686746
1322932462.57366872,-0.06981008,0.03734189,-0.99686114
1322932462.62156248,-0.06961616,0.03732188,-0.99687545
1322932462.66064382,-0.06958531,0.03728588,-0.99687895
1322932462.72051835,-0.06964185,0.03755208,-0.99686501
1322932462.77364779,-0.06972792,0.03741635,-0.99686410
1322932462.82056427,-0.06943643,0.03736119,-0.99688651
1322932462.87367415,-0.06961424,0.03745807,-0.99687048
1322932462.91365886,-0.06986907,0.03759095,-0.99684765
1322932462.97265124,-0.06992103,0.03748744,-0.99684790
1322932463.01361585,-0.06984194,0.03745194,-0.99685478
1322932463.07360029,-0.06995605,0.03720940,-0.99685586
1322932463.12064457,-0.07004501,0.03725696,-0.99684784
1322932463.16171908,-0.06984673,0.03730531,-0.99685994
1322932463.22065830,-0.06986101,0.03734704,-0.99685738
1322932463.27256250,-0.06952842,0.03743133,-0.99687747
1322932463.32164478,-0.06932780,0.03736307,-0.99689401
1322932463.37264013,-0.06921410,0.03742460,-0.99689960
1322932463.41265631,-0.06889321,0.03749745,-0.99691909
1322932463.47367239,-0.06892486,0.03764106,-0.99691149
1322932463.52052975,-0.06896498,0.03739742,-0.99691788
1322932463.57365894,-0.06879509,0.03728282,-0.99693391
1322932463.62052917,-0.06860884,0.03758257,-0.99693549
1322932463.66164088,-0.06884710,0.03757519,-0.99691935
1322932463.72166181,-0.06871417,0.03747338,-0.99693235
1322932463.77257681,-0.06858848,0.03749886,-0.99694005
1322932463.82065225,-0.06853820,0.03746413,-0.99694481
1322932463.87264252,-0.06838034,0.03766159,-0.99694821
1322932463.91364741,-0.06819492,0.03763018,-0.99696210
1322932463.97264361,-0.06812623,0.03770622,-0.99696392
1322932464.01283550,-0.06806802,0.03781185,-0.99696390
1322932464.07264900,-0.06800191,0.03798701,-0.99696175
1322932464.12064981,-0.06797191,0.03784530,-0.99696918
1322932464.16053081,-0.06803954,0.03797561,-0.99695961
1322932464.22064495,-0.06800222,0.03790710,-0.99696477
1322932464.27264547,-0.06779472,0.03787265,-0.99698021
1322932464.32164741,-0.06791085,0.03781856,-0.99697436
1322932464.37265611,-0.06773666,0.03774625,-0.99698895
1322932464.42054224,-0.06768903,0.03758008,-0.99699846
1322932464.47365999,-0.06773826,0.03765094,-0.99699245
1322932464.52064443,-0.06767023,0.03767340,-0.99699622
1322932464.57364726,-0.06757337,0.03752892,-0.99700823
1322932464.62164855,-0.06725471,0.03741449,-0.99703408
1322932464.66065049,-0.06738782,0.03755032,-0.99701999
1322932464.72167277,-0.06743537,0.03734834,-0.99702436
1322932464.77264285,-0.06726151,0.03725365,-0.99703965
1322932464.82168436,-0.06695361,0.03750881,-0.99705080
1322932464.87264252,-0.06691175,0.03726945,-0.99706259
1322932464.91367316,-0.06685339,0.03723549,-0.99706777
1322932464.97265840,-0.06695454,0.03707623,-0.99706692
1322932465.02160621,-0.06673162,0.03693609,-0.99708707
1322932465.07264185,-0.06668585,0.03713796,-0.99708263
1322932465.12167692,-0.06652817,0.03701256,-0.99709783
1322932465.17016077,-0.06639989,0.03726296,-0.99709705
1322932465.22165799,-0.06632126,0.03734307,-0.99709929
1322932465.27265048,-0.06602568,0.03736476,-0.99711809
1322932465.31365204,-0.06601929,0.03761184,-0.99710922
1322932465.37264323,-0.06609625,0.03751046,-0.99710794
1322932465.42156959,-0.06624374,0.03748590,-0.99709908
1322932465.47332120,-0.06614024,0.03738938,-0.99710957
1322932465.52064323,-0.06602423,0.03753708,-0.99711171
1322932465.57265544,-0.06591782,0.03763874,-0.99711492
1322932465.61362553,-0.06580752,0.03737405,-0.99713216
1322932465.66164804,-0.06602370,0.03739936,-0.99711692
1322932465.72065020,-0.06600225,0.03737370,-0.99711931
1322932465.77274442,-0.06607116,0.03726696,-0.99711874
1322932465.82066178,-0.06606989,0.03699729,-0.99712886
1322932465.87367582,-0.06600300,0.03699996,-0.99713319
1322932465.91365767,-0.06597841,0.03706703,-0.99713233
1322932465.97366881,-0.06614672,0.03705314,-0.99712170
1322932466.02168250,-0.06609624,0.03715010,-0.99712144
1322932466.07263947,-0.06611228,0.03719669,-0.99711864
1322932466.12054467,-0.06598719,0.03697755,-0.99713507
1322932466.16166997,-0.06615139,0.03700346,-0.99712323
1322932466.22065330,-0.06614647,0.03695687,-0.99712529
1322932466.27264118,-0.06612179,0.03709053,-0.99712196
1322932466.32064056,-0.06601281,0.03712286,-0.99712798
1322932466.37006831,-0.06574833,0.03714695,-0.99714455
1322932466.42063689,-0.06577642,0.03711343,-0.99714395
1322932466.47367716,-0.06578271,0.03712603,-0.99714307
1322932466.52167296,-0.06592867,0.03696223,-0.99713951
1322932466.57265306,-0.06604866,0.03684465,-0.99713592
1322932466.62063861,-0.06600066,0.03680944,-0.99714040
1322932466.66164899,-0.06617908,0.03700721,-0.99712125
1322932466.72064066,-0.06607545,0.03700313,-0.99712828
1322932466.77367353,-0.06610886,0.03714450,-0.99712081
1322932466.82055140,-0.06600586,0.03694592,-0.99713501
1322932466.87257051,-0.06629587,0.03688812,-0.99711791
1322932466.92153573,-0.06613412,0.03684978,-0.99713007
1322932466.97284555,-0.06615250,0.03686796,-0.99712818
1322932467.02165818,-0.06598397,0.03684430,-0.99714022
1322932467.07265091,-0.06596656,0.03689178,-0.99713961
1322932467.12167263,-0.06596921,0.03691001,-0.99713876
1322932467.16168308,-0.06615669,0.03680569,-0.99713020
1322932467.22064352,-0.06631243,0.03699755,-0.99711275
1322932467.27264500,-0.06632376,0.03683606,-0.99711798
1322932467.32053089,-0.06646682,0.03699440,-0.99710259
1322932467.37265062,-0.06667389,0.03713659,-0.99708348
1322932467.41264296,-0.06643845,0.03706840,-0.99710173
1322932467.47263956,-0.06624841,0.03716970,-0.99711061
1322932467.52063704,-0.06610680,0.03679820,-0.99713378
1322932467.57379580,-0.06614082,0.03679769,-0.99713155
1322932467.62165093,-0.06602928,0.03675458,-0.99714053
1322932467.66166806,-0.06602675,0.03667431,-0.99714365
1322932467.71253419,-0.06577485,0.03659634,-0.99716316
1322932467.77264500,-0.06561694,0.03635171,-0.99718252
1322932467.82063842,-0.06548278,0.03627747,-0.99719404
1322932467.87264442,-0.06522235,0.03611153,-0.99721713
1322932467.92064238,-0.06535121,0.03584974,-0.99721814
1322932467.97255254,-0.06549861,0.03589473,-0.99720685
1322932468.02065396,-0.06539511,0.03580724,-0.99721679
1322932468.07264590,-0.06556239,0.03571993,-0.99720893
1322932468.12051797,-0.06559945,0.03572675,-0.99720625
1322932468.17254186,-0.06574941,0.03591686,-0.99718955
1322932468.22201276,-0.06557134,0.03597049,-0.99719934
